,AGCODE,WEIGHT,PRICE,YEAR
21,11101쌀-계,"78,384,018","79,101,773",2015년12월
22,112서류-계,"486,379","1,111,520",2015년12월
23,11201감자-계,"324,563","967,442",2015년12월
24,11202고구마-계,"161,816","144,078",2015년12월
25,116과실류-계,"80,594","135,684",2015년12월
26,11601사과-계,"80,594","135,684",2015년12월
27,121채소류-계,"111,302,590","48,881,835",2015년12월
28,12113시금치-계,11,151,2015년12월
29,12121무-계,"4,682,269","1,109,419",2015년12월
30,12123당근-계,"92,318,578","42,777,282",2015년12월
31,12132오이-계,"14,301,730","4,994,958",2015년12월
32,12161고추-계,2,25,2015년12월
33,2축산물-계,"460,605","2,454,241",2015년12월
34,242난류-계,"460,605","2,454,241",2015년12월
35,24201조란-계,"460,605","2,454,241",2015년12월
0,총계,"19,010,311.1","14,520,553",2016년01월
1,1농산물-계,"18,963,097.1","14,294,391",2016년01월
2,111곡류-계,"11,781,175.5","11,677,860",2016년01월
3,11101쌀-계,"11,781,175.5","11,677,860",2016년01월
4,112서류-계,"47,338","131,558",2016년01월
5,11201감자-계,"47,338","131,558",2016년01월
6,11202고구마-계,0,0,2016년01월
7,116과실류-계,"12,466.6","17,523",2016년01월
8,11601사과-계,"12,466.6","17,523",2016년01월
9,121채소류-계,"7,122,117","2,467,450",2016년01월
10,12113시금치-계,17,312,2016년01월
11,12121무-계,"359,890","77,934",2016년01월
12,12123당근-계,"5,631,810","2,000,760",2016년01월
13,12132오이-계,"1,130,400","388,444",2016년01월
14,12161고추-계,0,0,2016년01월
15,2축산물-계,"47,214","226,162",2016년01월
16,242난류-계,"47,214","226,162",2016년01월
17,24201조란-계,"47,214","226,162",2016년01월
18,총계,"18,636,951.14","12,605,702",2017년01월
19,1농산물-계,"18,122,865.31","11,164,618",2017년01월
20,111곡류-계,"10,852,161.51","8,070,393",2017년01월
21,11101쌀-계,"10,852,161.51","8,070,393",2017년01월
22,112서류-계,3.7,49,2017년01월
23,11201감자-계,3.7,49,2017년01월
24,11202고구마-계,0,0,2017년01월
25,116과실류-계,0,0,2017년01월
26,11601사과-계,0,0,2017년01월
27,121채소류-계,"7,270,700.1","3,094,176",2017년01월
28,12113시금치-계,0,0,2017년01월
29,12121무-계,"1,046,830","205,871",2017년01월
30,12123당근-계,"5,345,870","2,612,649",2017년01월
31,12132오이-계,"878,000.1","275,656",2017년01월
32,12161고추-계,0,0,2017년01월
33,2축산물-계,"514,085.83","1,441,084",2017년01월
34,242난류-계,"514,085.83","1,441,084",2017년01월
35,24201조란-계,"514,085.83","1,441,084",2017년01월
0,총계,"32,378,858.3","23,435,148",2016년02월
1,1농산물-계,"32,297,434.3","23,049,843",2016년02월
2,111곡류-계,"17,767,988","17,457,341",2016년02월
3,11101쌀-계,"17,767,988","17,457,341",2016년02월
4,112서류-계,"92,676.4","257,337",2016년02월
5,11201감자-계,"92,676.4","257,337",2016년02월
6,11202고구마-계,0,0,2016년02월
7,116과실류-계,"24,933.2","34,640",2016년02월
8,11601사과-계,"24,933.2","34,640",2016년02월
9,121채소류-계,"14,411,836.7","5,300,525",2016년02월
10,12113시금치-계,30,564,2016년02월
11,12121무-계,"378,226","86,178",2016년02월
12,12123당근-계,"11,997,980.7","4,508,967",2016년02월
13,12132오이-계,"2,035,600","704,816",2016년02월
14,2축산물-계,"81,424","385,305",2016년02월
15,242난류-계,"81,424","385,305",2016년02월
16,24201조란-계,"81,424","385,305",2016년02월
17,총계,"34,259,183.1","22,479,090",2017년02월
18,1농산물-계,"33,356,991.95","20,112,085",2017년02월
19,111곡류-계,"18,892,078.15","13,843,796",2017년02월
20,11101쌀-계,"18,892,078.15","13,843,796",2017년02월
21,112서류-계,3.7,49,2017년02월
22,11201감자-계,3.7,49,2017년02월
23,11202고구마-계,0,0,2017년02월
24,116과실류-계,0,0,2017년02월
25,11601사과-계,0,0,2017년02월
26,121채소류-계,"14,464,910.1","6,268,240",2017년02월
27,12113시금치-계,0,0,2017년02월
28,12121무-계,"1,615,870","310,558",2017년02월
29,12123당근-계,"11,049,540","5,371,377",2017년02월
30,12132오이-계,"1,799,500.1","586,305",2017년02월
31,2축산물-계,"902,191.15","2,367,005",2017년02월
32,242난류-계,"902,191.15","2,367,005",2017년02월
33,24201조란-계,"902,191.15","2,367,005",2017년02월
0,총계,"46,213,278.2","30,294,798",2016년03월
1,1농산물-계,"46,116,246.2","29,738,232",2016년03월
2,111곡류-계,"18,860,803.6","18,548,185",2016년03월
3,11101쌀-계,"18,860,803.6","18,548,185",2016년03월
4,112서류-계,"139,646.9","387,180",2016년03월
5,11201감자-계,"139,646.9","387,180",2016년03월
6,11202고구마-계,0,0,2016년03월
7,116과실류-계,"24,933.2","34,640",2016년03월
8,11601사과-계,"24,933.2","34,640",2016년03월
9,121채소류-계,"27,090,862.5","10,768,227",2016년03월
10,12113시금치-계,35,660,2016년03월
11,12121무-계,"416,026","94,729",2016년03월
12,12123당근-계,"23,429,001.5","9,532,741",2016년03월
13,12132오이-계,"3,245,800","1,140,097",2016년03월
14,2축산물-계,"97,032","556,566",2016년03월
15,242난류-계,"97,032","556,566",2016년03월
16,24201조란-계,"97,032","556,566",2016년03월
17,총계,"50,715,654.65","29,887,657",2017년03월
18,1농산물-계,"49,394,828.42","26,587,224",2017년03월
19,111곡류-계,"20,903,039.18","14,852,903",2017년03월
20,11101쌀-계,"20,903,039.18","14,852,903",2017년03월
21,112서류-계,3.7,49,2017년03월
22,11201감자-계,3.7,49,2017년03월
23,11202고구마-계,0,0,2017년03월
24,116과실류-계,0,0,2017년03월
25,11601사과-계,0,0,2017년03월
26,121채소류-계,"28,491,785.54","11,734,272",2017년03월
27,12113시금치-계,0,0,2017년03월
28,12121무-계,"2,691,670","538,590",2017년03월
29,12123당근-계,"22,799,655.44","10,210,631",2017년03월
30,12132오이-계,"3,000,460.1","985,051",2017년03월
31,2축산물-계,"1,320,826.23","3,300,433",2017년03월
32,242난류-계,"1,320,826.23","3,300,433",2017년03월
33,24201조란-계,"1,320,826.23","3,300,433",2017년03월
0,총계,"55,968,981.3","35,118,098",2016년04월
1,1농산물-계,"55,812,386.3","34,281,835",2016년04월
2,111곡류-계,"18,898,684.6","18,625,779",2016년04월
3,11101쌀-계,"18,898,684.6","18,625,779",2016년04월
4,112서류-계,"170,537","472,644",2016년04월
5,11201감자-계,"170,537","472,644",2016년04월
6,11202고구마-계,0,0,2016년04월
7,116과실류-계,"30,873.2","44,527",2016년04월
8,11601사과-계,"30,873.2","44,527",2016년04월
9,121채소류-계,"36,712,291.5","15,138,885",2016년04월
10,12113시금치-계,38,720,2016년04월
11,12121무-계,"535,682","121,777",2016년04월
12,12123당근-계,"31,967,331.5","13,559,641",2016년04월
13,12132오이-계,"4,209,240","1,456,747",2016년04월
14,2축산물-계,"156,595","836,263",2016년04월
15,242난류-계,"156,595","836,263",2016년04월
16,24201조란-계,"156,595","836,263",2016년04월
17,총계,"67,360,211.18","37,520,298",2017년04월
18,1농산물-계,"65,980,485.95","33,936,417",2017년04월
19,111곡류-계,"26,694,907.11","18,200,333",2017년04월
20,11101쌀-계,"26,694,907.11","18,200,333",2017년04월
21,112서류-계,"3,463.7","6,083",2017년04월
22,11201감자-계,3.7,49,2017년04월
23,11202고구마-계,"3,460","6,034",2017년04월
24,116과실류-계,0,0,2017년04월
25,11601사과-계,0,0,2017년04월
26,121채소류-계,"39,282,115.14","15,730,001",2017년04월
27,12113시금치-계,0.9,13,2017년04월
28,12121무-계,"2,872,770","582,633",2017년04월
29,12123당근-계,"32,157,431.44","13,717,257",2017년04월
30,12132오이-계,"4,251,912.8","1,430,098",2017년04월
31,2축산물-계,"1,379,725.23","3,583,881",2017년04월
32,242난류-계,"1,379,725.23","3,583,881",2017년04월
33,24201조란-계,"1,379,725.23","3,583,881",2017년04월
0,총계,"69,045,487.35","44,413,172",2016년05월
1,1농산물-계,"68,866,630.35","43,396,846",2016년05월
2,111곡류-계,"26,529,233.07","25,278,360",2016년05월
3,11101쌀-계,"26,529,233.07","25,278,360",2016년05월
4,112서류-계,"170,540.58","472,678",2016년05월
5,11201감자-계,"170,540.58","472,678",2016년05월
6,11202고구마-계,0,0,2016년05월
7,116과실류-계,"30,873.2","44,527",2016년05월
8,11601사과-계,"30,873.2","44,527",2016년05월
9,121채소류-계,"42,135,983.5","17,601,281",2016년05월
10,12113시금치-계,38,720,2016년05월
11,12121무-계,"653,226","154,999",2016년05월
12,12123당근-계,"35,949,851.5","15,546,659",2016년05월
13,12132오이-계,"5,532,868","1,898,903",2016년05월
14,2축산물-계,"178,857","1,016,326",2016년05월
15,242난류-계,"178,857","1,016,326",2016년05월
16,24201조란-계,"178,857","1,016,326",2016년05월
17,총계,"89,298,777.73","50,068,608",2017년05월
18,1농산물-계,"87,761,809.96","45,961,602",2017년05월
19,111곡류-계,"40,120,790.76","27,174,756",2017년05월
20,11101쌀-계,"40,120,790.76","27,174,756",2017년05월
21,112서류-계,"3,463.7","6,083",2017년05월
22,11201감자-계,3.7,49,2017년05월
23,11202고구마-계,"3,460","6,034",2017년05월
24,116과실류-계,0,0,2017년05월
25,11601사과-계,0,0,2017년05월
26,121채소류-계,"47,637,555.5","18,780,763",2017년05월
27,12113시금치-계,0.9,13,2017년05월
28,12121무-계,"2,872,770.36","582,639",2017년05월
29,12123당근-계,"39,741,831.44","16,513,806",2017년05월
30,12132오이-계,"5,022,952.8","1,684,305",2017년05월
31,2축산물-계,"1,536,967.77","4,107,006",2017년05월
32,242난류-계,"1,536,967.77","4,107,006",2017년05월
33,24201조란-계,"1,536,967.77","4,107,006",2017년05월
0,총계,"93,389,119.86","64,761,499",2016년06월
1,1농산물-계,"93,179,328.86","63,557,373",2016년06월
2,111곡류-계,"42,338,679.78","39,851,056",2016년06월
3,11101쌀-계,"42,338,679.78","39,851,056",2016년06월
4,112서류-계,"170,546.38","472,735",2016년06월
5,11201감자-계,"170,546.38","472,735",2016년06월
6,11202고구마-계,0,0,2016년06월
7,116과실류-계,"30,873.2","44,527",2016년06월
8,11601사과-계,"30,873.2","44,527",2016년06월
9,121채소류-계,"50,639,229.5","23,189,055",2016년06월
10,12113시금치-계,38,720,2016년06월
11,12121무-계,"1,041,002","245,171",2016년06월
12,12123당근-계,"43,087,121.5","20,719,190",2016년06월
13,12132오이-계,"6,511,068","2,223,974",2016년06월
14,2축산물-계,"209,791","1,204,126",2016년06월
15,242난류-계,"209,791","1,204,126",2016년06월
16,24201조란-계,"209,791","1,204,126",2016년06월
17,총계,"103,935,998.77","57,538,713",2017년06월
18,1농산물-계,"102,239,255.56","52,927,751",2017년06월
19,111곡류-계,"43,880,283.36","29,704,867",2017년06월
20,11101쌀-계,"43,880,283.36","29,704,867",2017년06월
21,112서류-계,"3,463.7","6,083",2017년06월
22,11201감자-계,3.7,49,2017년06월
23,11202고구마-계,"3,460","6,034",2017년06월
24,116과실류-계,0,0,2017년06월
25,11601사과-계,0,0,2017년06월
26,121채소류-계,"58,355,508.5","23,216,801",2017년06월
27,12113시금치-계,0.9,13,2017년06월
28,12121무-계,"2,906,146.36","597,600",2017년06월
29,12123당근-계,"49,461,308.44","20,636,489",2017년06월
30,12132오이-계,"5,988,052.8","1,982,699",2017년06월
31,2축산물-계,"1,696,743.21","4,610,962",2017년06월
32,242난류-계,"1,696,743.21","4,610,962",2017년06월
33,24201조란-계,"1,696,743.21","4,610,962",2017년06월
0,총계,"110,844,614.7","76,063,268",2016년07월
1,1농산물-계,"110,591,043.7","74,662,497",2016년07월
2,111곡류-계,"48,959,967.14","46,137,014",2016년07월
3,11101쌀-계,"48,959,967.14","46,137,014",2016년07월
4,112서류-계,"170,553.86","472,802",2016년07월
5,11201감자-계,"170,553.86","472,802",2016년07월
6,11202고구마-계,0,0,2016년07월
7,116과실류-계,"30,873.2","44,527",2016년07월
8,11601사과-계,"30,873.2","44,527",2016년07월
9,121채소류-계,"61,429,649.5","28,008,154",2016년07월
10,12113시금치-계,38,720,2016년07월
11,12121무-계,"1,138,202","265,530",2016년07월
12,12123당근-계,"52,846,121.5","25,208,978",2016년07월
13,12132오이-계,"7,445,288","2,532,926",2016년07월
14,2축산물-계,"253,571","1,400,771",2016년07월
15,242난류-계,"253,571","1,400,771",2016년07월
16,24201조란-계,"253,571","1,400,771",2016년07월
17,총계,"114,217,607.46","62,453,461",2017년07월
18,1농산물-계,"112,063,828.29","56,969,740",2017년07월
19,111곡류-계,"43,930,956.09","29,749,434",2017년07월
20,11101쌀-계,"43,930,956.09","29,749,434",2017년07월
21,112서류-계,"3,463.7","6,083",2017년07월
22,11201감자-계,3.7,49,2017년07월
23,11202고구마-계,"3,460","6,034",2017년07월
24,116과실류-계,0,0,2017년07월
25,11601사과-계,0,0,2017년07월
26,121채소류-계,"68,129,408.5","27,214,223",2017년07월
27,12113시금치-계,0.9,13,2017년07월
28,12121무-계,"2,956,146.36","612,482",2017년07월
29,12123당근-계,"58,368,808.44","24,343,643",2017년07월
30,12132오이-계,"6,804,452.8","2,258,085",2017년07월
31,2축산물-계,"2,153,779.17","5,483,721",2017년07월
32,242난류-계,"2,153,779.17","5,483,721",2017년07월
33,24201조란-계,"2,153,779.17","5,483,721",2017년07월
0,총계,"119,714,885.02","79,520,792",2016년08월
1,1농산물-계,"119,413,637.02","77,933,682",2016년08월
2,111곡류-계,"48,998,185.64","46,214,415",2016년08월
3,11101쌀-계,"48,998,185.64","46,214,415",2016년08월
4,112서류-계,"170,564.68","472,896",2016년08월
5,11201감자-계,"170,564.68","472,896",2016년08월
6,11202고구마-계,0,0,2016년08월
7,116과실류-계,"30,873.2","44,527",2016년08월
8,11601사과-계,"30,873.2","44,527",2016년08월
9,121채소류-계,"70,214,013.5","31,201,844",2016년08월
10,12113시금치-계,38,720,2016년08월
11,12121무-계,"1,271,386","298,481",2016년08월
12,12123당근-계,"60,486,501.5","28,030,693",2016년08월
13,12132오이-계,"8,456,088","2,871,950",2016년08월
14,2축산물-계,"301,248","1,587,110",2016년08월
15,242난류-계,"301,248","1,587,110",2016년08월
16,24201조란-계,"301,248","1,587,110",2016년08월
17,총계,0,0,2017년08월
18,1농산물-계,0,0,2017년08월
19,111곡류-계,0,0,2017년08월
20,11101쌀-계,0,0,2017년08월
21,112서류-계,0,0,2017년08월
22,11201감자-계,0,0,2017년08월
23,11202고구마-계,0,0,2017년08월
24,116과실류-계,0,0,2017년08월
25,11601사과-계,0,0,2017년08월
26,121채소류-계,0,0,2017년08월
27,12113시금치-계,0,0,2017년08월
28,12121무-계,0,0,2017년08월
29,12123당근-계,0,0,2017년08월
30,12132오이-계,0,0,2017년08월
31,2축산물-계,0,0,2017년08월
32,242난류-계,0,0,2017년08월
33,24201조란-계,0,0,2017년08월
0,총계,"130,337,397.22","83,378,031",2016년09월
1,1농산물-계,"130,015,790.42","81,668,230",2016년09월
2,111곡류-계,"49,018,488.5","46,257,121",2016년09월
3,11101쌀-계,"49,018,488.5","46,257,121",2016년09월
4,112서류-계,"170,577.22","472,987",2016년09월
5,11201감자-계,"170,577.22","472,987",2016년09월
6,11202고구마-계,0,0,2016년09월
7,116과실류-계,"30,873.2","44,527",2016년09월
8,11601사과-계,"30,873.2","44,527",2016년09월
9,121채소류-계,"80,795,851.5","34,893,595",2016년09월
10,12113시금치-계,38,720,2016년09월
11,12121무-계,"1,571,684","365,298",2016년09월
12,12123당근-계,"69,913,541.5","31,361,486",2016년09월
13,12132오이-계,"9,310,588","3,166,091",2016년09월
14,2축산물-계,"321,606.8","1,709,801",2016년09월
15,242난류-계,"321,606.8","1,709,801",2016년09월
16,24201조란-계,"321,606.8","1,709,801",2016년09월
17,총계,0,0,2017년09월
18,1농산물-계,0,0,2017년09월
19,111곡류-계,0,0,2017년09월
20,11101쌀-계,0,0,2017년09월
21,112서류-계,0,0,2017년09월
22,11201감자-계,0,0,2017년09월
23,11202고구마-계,0,0,2017년09월
24,116과실류-계,0,0,2017년09월
25,11601사과-계,0,0,2017년09월
26,121채소류-계,0,0,2017년09월
27,12113시금치-계,0,0,2017년09월
28,12121무-계,0,0,2017년09월
29,12123당근-계,0,0,2017년09월
30,12132오이-계,0,0,2017년09월
31,2축산물-계,0,0,2017년09월
32,242난류-계,0,0,2017년09월
33,24201조란-계,0,0,2017년09월
0,총계,"144,257,818.58","89,044,174",2016년10월
1,1농산물-계,"143,883,573.58","87,076,617",2016년10월
2,111곡류-계,"51,044,758.16","47,323,357",2016년10월
3,11101쌀-계,"51,044,758.16","47,323,357",2016년10월
4,112서류-계,"186,589.72","517,265",2016년10월
5,11201감자-계,"186,589.72","517,265",2016년10월
6,11202고구마-계,0,0,2016년10월
7,116과실류-계,"30,873.2","44,527",2016년10월
8,11601사과-계,"30,873.2","44,527",2016년10월
9,121채소류-계,"92,621,352.5","39,191,468",2016년10월
10,12113시금치-계,39,735,2016년10월
11,12121무-계,"2,420,684","519,699",2016년10월
12,12123당근-계,"79,696,041.5","35,116,619",2016년10월
13,12132오이-계,"10,504,588","3,554,415",2016년10월
14,2축산물-계,"374,245","1,967,557",2016년10월
15,242난류-계,"374,245","1,967,557",2016년10월
16,24201조란-계,"374,245","1,967,557",2016년10월
17,총계,0,0,2017년10월
18,1농산물-계,0,0,2017년10월
19,111곡류-계,0,0,2017년10월
20,11101쌀-계,0,0,2017년10월
21,112서류-계,0,0,2017년10월
22,11201감자-계,0,0,2017년10월
23,11202고구마-계,0,0,2017년10월
24,116과실류-계,0,0,2017년10월
25,11601사과-계,0,0,2017년10월
26,121채소류-계,0,0,2017년10월
27,12113시금치-계,0,0,2017년10월
28,12121무-계,0,0,2017년10월
29,12123당근-계,0,0,2017년10월
30,12132오이-계,0,0,2017년10월
31,2축산물-계,0,0,2017년10월
32,242난류-계,0,0,2017년10월
33,24201조란-계,0,0,2017년10월
0,총계,"158,068,700.86","94,621,991",2016년11월
1,1농산물-계,"157,645,566.86","92,414,690",2016년11월
2,111곡류-계,"51,066,907.2","47,369,770",2016년11월
3,11101쌀-계,"51,066,907.2","47,369,770",2016년11월
4,112서류-계,"314,150.58","690,764",2016년11월
5,11201감자-계,"218,600.58","605,733",2016년11월
6,11202고구마-계,"95,550","85,031",2016년11월
7,116과실류-계,"30,873.2","44,527",2016년11월
8,11601사과-계,"30,873.2","44,527",2016년11월
9,121채소류-계,"106,233,635.88","44,309,629",2016년11월
10,12113시금치-계,39,735,2016년11월
11,12121무-계,"3,922,032","809,440",2016년11월
12,12123당근-계,"90,805,376.88","39,611,615",2016년11월
13,12132오이-계,"11,506,188","3,887,839",2016년11월
14,2축산물-계,"423,134","2,207,301",2016년11월
15,242난류-계,"423,134","2,207,301",2016년11월
16,24201조란-계,"423,134","2,207,301",2016년11월
17,총계,0,0,2017년11월
18,1농산물-계,0,0,2017년11월
19,111곡류-계,0,0,2017년11월
20,11101쌀-계,0,0,2017년11월
21,112서류-계,0,0,2017년11월
22,11201감자-계,0,0,2017년11월
23,11202고구마-계,0,0,2017년11월
24,116과실류-계,0,0,2017년11월
25,11601사과-계,0,0,2017년11월
26,121채소류-계,0,0,2017년11월
27,12113시금치-계,0,0,2017년11월
28,12121무-계,0,0,2017년11월
29,12123당근-계,0,0,2017년11월
30,12132오이-계,0,0,2017년11월
31,2축산물-계,0,0,2017년11월
32,242난류-계,0,0,2017년11월
33,24201조란-계,0,0,2017년11월
0,총계,"173,838,127.68","102,908,630",2016년12월
1,1농산물-계,"173,371,911.88","100,480,887",2016년12월
2,111곡류-계,"55,222,608.84","50,514,371",2016년12월
3,11101쌀-계,"55,222,608.84","50,514,371",2016년12월
4,112서류-계,"395,673.96","763,388",2016년12월
5,11201감자-계,"218,612.46","605,826",2016년12월
6,11202고구마-계,"177,061.5","157,562",2016년12월
7,116과실류-계,"30,873.2","44,527",2016년12월
8,11601사과-계,"30,873.2","44,527",2016년12월
9,121채소류-계,"117,722,755.88","49,158,601",2016년12월
10,12113시금치-계,39,735,2016년12월
11,12121무-계,"4,810,552","1,006,554",2016년12월
12,12123당근-계,"100,456,376.88","43,954,274",2016년12월
13,12132오이-계,"12,455,788","4,197,038",2016년12월
14,2축산물-계,"466,215.8","2,427,743",2016년12월
15,242난류-계,"466,215.8","2,427,743",2016년12월
16,24201조란-계,"466,215.8","2,427,743",2016년12월
17,총계,0,0,2017년12월
18,1농산물-계,0,0,2017년12월
19,111곡류-계,0,0,2017년12월
20,11101쌀-계,0,0,2017년12월
21,112서류-계,0,0,2017년12월
22,11201감자-계,0,0,2017년12월
23,11202고구마-계,0,0,2017년12월
24,116과실류-계,0,0,2017년12월
25,11601사과-계,0,0,2017년12월
26,121채소류-계,0,0,2017년12월
27,12113시금치-계,0,0,2017년12월
28,12121무-계,0,0,2017년12월
29,12123당근-계,0,0,2017년12월
30,12132오이-계,0,0,2017년12월
31,2축산물-계,0,0,2017년12월
32,242난류-계,0,0,2017년12월
33,24201조란-계,0,0,2017년12월
